Timestamp	Open	High	Low	Close	Volume (BTC)	Volume (Currency)	Weighted Price
2016-10-18 10:54:00	636.02	636.02	636.02	636.02	0.02	10.02	636.02
2016-10-18 10:55:00	636.93	636.94	636.93	636.94	0.16	99.07	636.94
2016-10-18 10:56:00	636.94	636.94	636.94	636.94	0.19	120.16	636.94
2016-10-18 10:57:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 10:58:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 10:59:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:00:00	636.02	636.02	636.02	636.02	0.07	44.94	636.02
2016-10-18 11:01:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:02:00	636.03	636.03	636.03	636.03	0.09	54.06	636.03
2016-10-18 11:03:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:04:00	636.03	636.91	636.03	636.91	0.13	80.14	636.28
2016-10-18 11:05:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:06:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:07:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:08:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:09:00	636.84	636.84	636.84	636.84	0.42	264.5	636.84
2016-10-18 11:10:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:11:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:12:00	636	636.84	636	636.84	2.13	1354.61	636.04
2016-10-18 11:13:00	636.84	636.84	636.84	636.84	0.01	7.92	636.84
2016-10-18 11:14:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:15:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:16:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:17:00	636.8	636.8	636.8	636.8	0.73	464.86	636.8
2016-10-18 11:18:00	636.02	636.02	636.02	636.02	1.01	640.15	636.02
2016-10-18 11:19:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:20:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:21:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:22:00	636.8	637.29	636.8	637.29	31.09	19811.43	637.14
2016-10-18 11:23:00	637.27	637.29	637.27	637.29	12.08	7697.15	637.29
2016-10-18 11:24:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:25:00	637.29	637.33	637.29	637.33	10.06	6414.41	637.31
2016-10-18 11:26:00	637.29	637.33	637.29	637.33	3	1911.97	637.32
2016-10-18 11:27:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:28:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:29:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:30:00	636.12	636.12	636.12	636.12	0.02	11.37	636.12
2016-10-18 11:31:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:32:00	636.12	636.12	636.12	636.12	1.21	767.98	636.12
2016-10-18 11:33:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:34:00	636.12	637.24	636.12	637.24	0.67	424.91	636.78
2016-10-18 11:35:00	637.24	637.33	637.24	637.33	1.72	1099.16	637.3
2016-10-18 11:36:00	637.3	637.3	636.11	637.3	9.7	6177.85	636.89
2016-10-18 11:37:00	637.2	637.33	637.19	637.33	5.44	3467.68	637.25
2016-10-18 11:38:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:39:00	637.33	637.33	637.33	637.33	0.13	80.21	637.33
2016-10-18 11:40:00	637.33	637.33	637.33	637.33	15.91	10141.37	637.33
2016-10-18 11:41:00	637.35	637.8	637.35	637.8	1.61	1023.9	637.69
2016-10-18 11:42:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:43:00	637.79	637.79	637.79	637.79	9.92	6327.49	637.79
2016-10-18 11:44:00	637.79	637.8	637.79	637.8	0.62	396.24	637.8
2016-10-18 11:45:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:46:00	637.79	637.79	637.79	637.79	1.57	1003.25	637.79
2016-10-18 11:47:00	637.79	637.79	637.79	637.79	2.06	1314.58	637.79
2016-10-18 11:48:00	637.79	637.79	637.79	637.79	0.19	122.39	637.79
2016-10-18 11:49:00	636.2	636.2	636.2	636.2	0.02	12.72	636.2
2016-10-18 11:50:00	637.79	637.79	637.79	637.79	0.37	238.2	637.79
2016-10-18 11:51:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:52:00	636.2	636.2	636.2	636.2	0.02	12.72	636.2
2016-10-18 11:53:00	637.79	637.8	637.79	637.8	1.25	795.76	637.8
2016-10-18 11:54:00	637.79	637.79	636.2	637.79	3.05	1944.38	637.78
2016-10-18 11:55:00	636.23	636.23	636.21	636.21	5.57	3543.71	636.21
2016-10-18 11:56:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:57:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:58:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 11:59:00	636.69	636.69	636.69	636.69	0.18	113.53	636.69
2016-10-18 12:00:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:01:00	636.69	637.59	636.69	637.59	3.89	2476.85	637.28
2016-10-18 12:02:00	636.1	636.1	636.1	636.1	0.13	79.55	636.1
2016-10-18 12:03:00	636.12	636.12	636.12	636.12	0.06	39.86	636.12
2016-10-18 12:04:00	636.12	637.73	636.12	637.73	0.28	177.89	636.64
2016-10-18 12:05:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:06:00	636.15	637.71	636.15	637.71	0.36	232.17	636.81
2016-10-18 12:07:00	636.15	636.15	636.15	636.15	0.15	98.44	636.15
2016-10-18 12:08:00	637	637	637	637	0.12	79.51	637
2016-10-18 12:09:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:10:00	636.15	636.15	636.1	636.1	0.15	98.41	636.14
2016-10-18 12:11:00	637	637	637	637	0.25	160.84	637
2016-10-18 12:12:00	637	637	637	637	0.07	45.88	637
2016-10-18 12:13:00	636.1	636.73	636.1	636.73	0.2	127.06	636.7
2016-10-18 12:14:00	636.7	636.73	636.7	636.73	1.1	700.37	636.7
2016-10-18 12:15:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:16:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:17:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:18:00	636.13	636.13	636.13	636.13	0.5	314.88	636.13
2016-10-18 12:19:00	636.6	636.6	636.6	636.6	0.01	5	636.6
2016-10-18 12:20:00	636.1	636.1	636.1	636.1	0.04	25.44	636.1
2016-10-18 12:21:00	636.6	637.75	636.6	637.75	1.33	844.38	637.04
2016-10-18 12:22:00	637.75	637.8	636.2	636.2	8.28	5277.01	637.21
2016-10-18 12:23:00	637.78	637.78	637.78	637.78	0.01	5	637.78
2016-10-18 12:24:00	637.78	637.8	636.2	636.2	13.99	8919.89	637.57
2016-10-18 12:25:00	637.78	637.78	636.22	637.78	0.7	448.1	637.76
2016-10-18 12:26:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:27:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:28:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:29:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:30:00	637.78	637.78	637.78	637.78	0.19	123.63	637.78
2016-10-18 12:31:00	637.7	637.7	637.7	637.7	0.51	322.04	637.7
2016-10-18 12:32:00	636.15	636.15	636.15	636.15	0.01	6.08	636.15
2016-10-18 12:33:00	637	637	637	637	0.01	5	637
2016-10-18 12:34:00	636.15	637.7	636.15	636.15	1	634.18	636.83
2016-10-18 12:35:00	637.7	637.7	636.17	636.17	10.01	6383.08	637.7
2016-10-18 12:36:00	636.17	637.7	636.15	637.7	1.01	641.17	636.18
2016-10-18 12:37:00	637.7	637.77	636.15	637.77	11.82	7537.16	637.73
2016-10-18 12:38:00	637.76	637.76	636.18	637.76	0.89	564.22	636.92
2016-10-18 12:39:00	637.76	637.76	637.76	637.76	0.36	231.89	637.76
2016-10-18 12:40:00	636.19	637.69	636.16	636.18	2.01	1278.11	636.51
2016-10-18 12:41:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:42:00	637.61	637.61	637.61	637.61	0.12	75.29	637.61
2016-10-18 12:43:00	636.21	637.57	636.21	637.57	0.02	11.08	636.82
2016-10-18 12:44:00	636.21	637.54	636.21	637.54	0.02	11.08	636.81
2016-10-18 12:45:00	636.21	636.21	636.21	636.21	0.01	6.08	636.21
2016-10-18 12:46:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:47:00	637.42	637.44	637.42	637.44	0.47	297.14	637.43
2016-10-18 12:48:00	637.44	637.44	637.44	637.44	2	1274.88	637.44
2016-10-18 12:49:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:50:00	637.69	637.78	637.69	637.78	2	1275.53	637.76
2016-10-18 12:51:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:52:00	637.44	637.44	637.44	637.44	0.08	49.3	637.44
2016-10-18 12:53:00	637.44	637.44	637.44	637.44	0.16	102.82	637.44
2016-10-18 12:54:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:55:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:56:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 12:57:00	637.44	637.78	637.44	637.44	1.8	1144.5	637.53
2016-10-18 12:58:00	637.26	637.26	637.26	637.26	0.01	7.32	637.26
2016-10-18 12:59:00	637.26	637.78	637.26	637.78	1.79	1140.82	637.29
2016-10-18 13:00:00	637.6	637.6	636.41	636.41	1.57	1003.44	637.43
2016-10-18 13:01:00	637.66	637.66	637.66	637.66	0.18	114.29	637.66
2016-10-18 13:02:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:03:00	636.47	637.75	636.45	637	1.17	746.9	637.03
2016-10-18 13:04:00	637	637.07	637	637.07	1.52	965.61	637.03
2016-10-18 13:05:00	637.77	637.78	637.77	637.78	0.88	559.33	637.77
2016-10-18 13:06:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:07:00	637.77	637.77	637.77	637.77	0.49	314.97	637.77
2016-10-18 13:08:00	637.12	637.12	637.06	637.06	0.16	100.65	637.07
2016-10-18 13:09:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:10:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:11:00	637.78	637.78	637.06	637.06	1.13	721.8	637.09
2016-10-18 13:12:00	637.06	637.06	637.02	637.06	0.88	559.55	637.04
2016-10-18 13:13:00	637.06	637.06	637.02	637.06	0.94	599.73	637.05
2016-10-18 13:14:00	637.06	637.06	637.06	637.06	1.12	712.13	637.06
2016-10-18 13:15:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:16:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:17:00	637.02	637.02	637.02	637.02	0.27	171.07	637.02
2016-10-18 13:18:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:19:00	637.02	637.02	637.02	637.02	0.43	274.02	637.02
2016-10-18 13:20:00	637	637.74	637	637.74	2.54	1615.85	637.06
2016-10-18 13:21:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:22:00	637	637	637	637	0.27	168.87	637
2016-10-18 13:23:00	637.73	637.76	637.73	637.76	2	1275.5	637.75
2016-10-18 13:24:00	637.02	637.02	637.02	637.02	0.13	83.29	637.02
2016-10-18 13:25:00	637.02	637.02	637.02	637.02	0.01	5.59	637.02
2016-10-18 13:26:00	637.02	637.63	637.02	637.63	0.16	103.46	637.5
2016-10-18 13:27:00	637.02	637.02	637.02	637.02	0.26	165.05	637.02
2016-10-18 13:28:00	637.02	637.63	637	637	1.08	685.74	637.4
2016-10-18 13:29:00	637.02	637.02	637.02	637.02	0.07	42.63	637.02
2016-10-18 13:30:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:31:00	637	637	637	637	0.09	54.15	637
2016-10-18 13:32:00	637.01	637.41	637	637	0.77	491.64	637.23
2016-10-18 13:33:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:34:00	637.58	637.58	637.58	637.58	0.06	36.66	637.58
2016-10-18 13:35:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:36:00	637.6	637.78	637.6	637.77	22.34	14244.08	637.65
2016-10-18 13:37:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:38:00	637.78	637.78	637.04	637.78	0.61	390	637.3
2016-10-18 13:39:00	637.2	637.2	637.2	637.2	0.34	216.4	637.2
2016-10-18 13:40:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:41:00	637.2	637.77	637.2	637.77	0.16	99.33	637.38
2016-10-18 13:42:00	637.2	637.2	637.15	637.15	2.67	1699.29	637.16
2016-10-18 13:43:00	637.76	637.76	637.76	637.76	0.82	522.43	637.76
2016-10-18 13:44:00	637.76	637.76	637.76	637.76	0.03	19.81	637.76
2016-10-18 13:45:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:46:00	637.15	637.15	637.15	637.15	1	637.15	637.15
2016-10-18 13:47:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:48:00	637.73	637.77	637.73	637.77	10.2	6507.34	637.75
2016-10-18 13:49:00	637.77	637.77	637.15	637.15	0.4	254.6	637.46
2016-10-18 13:50:00	637.15	637.15	637.05	637.05	0.09	59.87	637.09
2016-10-18 13:51:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:52:00	637.74	637.74	637.74	637.74	0.03	19.94	637.74
2016-10-18 13:53:00	637.74	637.75	637.74	637.75	0.24	154.97	637.75
2016-10-18 13:54:00	637.12	637.75	637.12	637.75	0.02	14.38	637.47
2016-10-18 13:55:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 13:56:00	637.75	637.76	637.75	637.75	0.48	308.64	637.76
2016-10-18 13:57:00	637.74	637.74	637.12	637.12	0.53	340.17	637.2
2016-10-18 13:58:00	637.75	637.75	637.75	637.75	8.94	5702.45	637.75
2016-10-18 13:59:00	637.75	637.78	637.75	637.78	4.35	2773.84	637.77
2016-10-18 14:00:00	637.78	637.8	637.75	637.75	1.75	1116.68	637.78
2016-10-18 14:01:00	637.76	637.8	637.76	637.8	4.17	2659.4	637.78
2016-10-18 14:02:00	637.75	637.75	637.75	637.75	1.22	776.08	637.75
2016-10-18 14:03:00	637.76	637.76	637.76	637.76	0.84	534.31	637.76
2016-10-18 14:04:00	637.76	637.76	637.76	637.76	0.74	474.38	637.76
2016-10-18 14:05:00	637.77	637.77	637.75	637.75	6.58	4196.34	637.75
2016-10-18 14:06:00	637.76	637.78	637.75	637.78	1.17	746.77	637.76
2016-10-18 14:07:00	637.78	637.78	637.15	637.15	3.35	2137.14	637.24
2016-10-18 14:08:00	637.74	637.74	637.74	637.74	0.11	72.67	637.74
2016-10-18 14:09:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:10:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:11:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:12:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:13:00	637.73	637.73	637.15	637.73	0.31	197.17	637.36
2016-10-18 14:14:00	637.15	637.15	637.06	637.06	3.06	1951.63	637.09
2016-10-18 14:15:00	637.06	637.74	637.06	637.74	8.06	5140.06	637.72
2016-10-18 14:16:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:17:00	637.72	637.73	637.72	637.73	3.4	2168.27	637.73
2016-10-18 14:18:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:19:00	637.05	637.66	634	637.66	20.54	13075.99	636.61
2016-10-18 14:20:00	635.36	637.58	635.34	635.46	40.99	26047.67	635.43
2016-10-18 14:21:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:22:00	636.5	636.5	636.5	636.5	0.01	9.24	636.5
2016-10-18 14:23:00	636.36	636.36	636.36	636.36	0.42	265.95	636.36
2016-10-18 14:24:00	636	636	635.98	635.98	0.28	179.59	635.99
2016-10-18 14:25:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:26:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:27:00	636	636	636	636	0.03	19.08	636
2016-10-18 14:28:00	636	636	636	636	0.05	29.75	636
2016-10-18 14:29:00	636.44	636.86	636.44	636.86	20.03	12754.21	636.85
2016-10-18 14:30:00	637.5	637.5	637.5	637.5	0.05	34.29	637.5
2016-10-18 14:31:00	636.13	637.44	636.13	637.44	20.02	12761.52	637.44
2016-10-18 14:32:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:33:00	637	637	637	637	0.06	39.54	637
2016-10-18 14:34:00	637	637.4	637	637.4	0.08	48.15	637.19
2016-10-18 14:35:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:36:00	637.74	637.77	637.74	637.77	1.18	752.54	637.75
2016-10-18 14:37:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:38:00	637.24	637.24	637.24	637.24	0.13	83.32	637.24
2016-10-18 14:39:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:40:00	636.38	637.36	636.38	637.36	0.67	424.71	636.55
2016-10-18 14:41:00	636.4	636.4	635.17	635.17	1.01	642.41	635.71
2016-10-18 14:42:00	635.53	637.25	635.53	637.25	0.8	509.2	635.57
2016-10-18 14:43:00	636.15	637.62	636.15	637.62	3.58	2277.49	636.16
2016-10-18 14:44:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:45:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:46:00	637.54	637.54	637.54	637.54	0.02	11.43	637.54
2016-10-18 14:47:00	637.52	637.52	637.52	637.52	0.26	164.7	637.52
2016-10-18 14:48:00	636.05	637.36	636.05	637.36	0.03	17.21	636.88
2016-10-18 14:49:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:50:00	637.26	637.26	637.26	637.26	0.51	323.9	637.26
2016-10-18 14:51:00	637.41	637.41	637.41	637.41	0.13	83.69	637.41
2016-10-18 14:52:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:53:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:54:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:55:00	636.12	636.12	636.12	636.12	0.02	12.72	636.12
2016-10-18 14:56:00	637.34	637.34	637.31	637.31	0.16	103.53	637.33
2016-10-18 14:57:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:58:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 14:59:00	637.32	637.32	637.32	637.32	0.32	200.81	637.32
2016-10-18 15:00:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:01:00	636.73	636.73	636.73	636.73	0.01	7.28	636.73
2016-10-18 15:02:00	637.4	637.4	637.4	637.4	0.32	203.02	637.4
2016-10-18 15:03:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:04:00	637.37	637.37	637.37	637.37	0.2	130.51	637.37
2016-10-18 15:05:00	636.02	636.09	635.07	635.07	38.32	24341.3	635.22
2016-10-18 15:06:00	635.03	635.71	635	635.71	92.17	58526.03	635
2016-10-18 15:07:00	635.69	635.69	635.69	635.69	0.26	167.72	635.69
2016-10-18 15:08:00	635.69	635.69	635	635	12.01	7625.94	635
2016-10-18 15:09:00	635.69	635.69	635.69	635.69	0.18	111.25	635.69
2016-10-18 15:10:00	635.69	635.69	635.69	635.69	0.22	138.7	635.69
2016-10-18 15:11:00	635.69	635.83	635.02	635.02	10.53	6693.41	635.77
2016-10-18 15:12:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:13:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:14:00	635.71	635.71	635.71	635.71	0.92	583.32	635.71
2016-10-18 15:15:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:16:00	635.1	635.73	635.1	635.73	0.28	176.94	635.12
2016-10-18 15:17:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:18:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:19:00	635.72	635.72	635.72	635.72	0.07	45.71	635.72
2016-10-18 15:20:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:21:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:22:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:23:00	635.04	635.04	635.04	635.04	0.18	113.28	635.04
2016-10-18 15:24:00	635.05	635.05	635.05	635.05	0.09	58.24	635.05
2016-10-18 15:25:00	635.07	635.07	635.07	635.07	0.41	258.73	635.07
2016-10-18 15:26:00	635.17	635.62	635.17	635.62	0.49	309.61	635.39
2016-10-18 15:27:00	635.62	635.62	635.62	635.62	0.04	22.85	635.62
2016-10-18 15:28:00	635.59	635.59	635.59	635.59	0.1	63.56	635.59
2016-10-18 15:29:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:30:00	635.62	635.62	635.62	635.62	0.07	45.7	635.62
2016-10-18 15:31:00	635.63	635.63	635.19	635.19	0.13	81.22	635.29
2016-10-18 15:32:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:33:00	635.18	635.18	635.17	635.17	0.17	108.55	635.18
2016-10-18 15:34:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:35:00	635.63	635.63	635.63	635.63	0.07	47.45	635.63
2016-10-18 15:36:00	635.63	635.63	635.17	635.17	0.29	181.83	635.43
2016-10-18 15:37:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:38:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:39:00	635.63	635.63	635.63	635.63	0.2	129.32	635.63
2016-10-18 15:40:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:41:00	635.63	635.63	635	635	1.15	730.36	635.23
2016-10-18 15:42:00	635.63	635.65	635.63	635.65	0.28	176.98	635.64
2016-10-18 15:43:00	635.65	635.65	635.65	635.65	0.13	79.96	635.65
2016-10-18 15:44:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:45:00	635.65	635.65	635.65	635.65	0.28	180.2	635.65
2016-10-18 15:46:00	635.65	635.65	635.65	635.65	1.02	650.08	635.65
2016-10-18 15:47:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:48:00	634.66	634.66	634.65	634.65	0.49	312.66	634.65
2016-10-18 15:49:00	635.65	635.65	635.65	635.65	0.07	41.92	635.65
2016-10-18 15:50:00	634.68	635.65	634.68	635.65	0.88	560.01	635.58
2016-10-18 15:51:00	636.1	636.1	636.1	636.1	0.22	137.28	636.1
2016-10-18 15:52:00	636.09	636.52	636.09	636.52	9.63	6127.42	636.39
2016-10-18 15:53:00	636.53	636.53	636.53	636.53	0.03	19.78	636.53
2016-10-18 15:54:00	636.66	636.66	636.66	636.66	0.29	181.91	636.66
2016-10-18 15:55:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
2016-10-18 15:56:00	636.68	636.68	636.68	636.68	0.07	45.88	636.68
2016-10-18 15:57:00	1.7e+308	1.7e+308	1.7e+308	1.7e+308	Infinity	Infinity	Infinity
